,Disease,Description,Symptoms,Symptoms+Description
1798,Common Cold,"common cold viral infection nose throat (upper respiratory tract). usually harmless, although might feel way. many type virus cause common cold.","continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain","continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_paincommon cold viral infection nose throat (upper respiratory tract). usually harmless, although might feel way. many type virus cause common cold."
1799,Common Cold,"common cold viral infection nose throat (upper respiratory tract). usually harmless, although might feel way. many type virus cause common cold.","continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain","continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_paincommon cold viral infection nose throat (upper respiratory tract). usually harmless, although might feel way. many type virus cause common cold."
1800,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1801,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,","skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1802,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,","itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1803,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,","itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1804,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,","itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1805,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","itching, skin_rash, fatigue, lethargy, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,","itching, skin_rash, fatigue, lethargy, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1806,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","itching, skin_rash, fatigue, lethargy, high_fever, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,","itching, skin_rash, fatigue, lethargy, high_fever, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1807,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","itching, skin_rash, fatigue, lethargy, high_fever, headache, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,","itching, skin_rash, fatigue, lethargy, high_fever, headache, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1808,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1809,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, malaise, red_spots_over_body,,,,,,,","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, malaise, red_spots_over_body,,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1810,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1811,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,","skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1812,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,","itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1813,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,","itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
1814,Chicken pox,"chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters.","itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,","itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,chickenpox highly contagious disease caused varicella-zoster virus (vzv). cause itchy, blister-like rash. rash first appears chest, back, face, spread entire body, causing 250 500 itchy blisters."
